Date,Temperature
2018-06-25,31.47
2018-06-26,28.83
2018-06-27,29.91
2018-06-28,32.12
2018-06-29,30.43
2018-06-30,33.61
2018-07-01,30.63
2018-07-02,30.25
2018-07-03,29.41
2018-07-04,29.99
2018-07-05,29.47
2018-07-06,30.68
2018-07-07,30.96
2018-07-08,28.26
2018-07-09,27.36
2018-07-10,26.52
2018-07-11,29.95
2018-07-12,27.45
2018-07-13,25.79
2018-07-14,29.52
2018-07-15,32.59
2018-07-16,28.76
2018-07-17,29.94
2018-07-18,28.72
2018-07-19,28.37
2018-07-20,29.81
2018-07-21,27.92
2018-07-22,28.67
2018-07-23,28.67
2018-07-24,27.11
2018-07-25,29.52
2018-07-26,27.69
2018-07-27,26.74
2018-07-28,28.6
2018-07-29,26.37
2018-07-30,27.69
2018-07-31,27.55
2018-08-01,29.12
2018-08-02,28.13
2018-08-03,27.31
2018-08-04,28.5
2018-08-05,29.29
2018-08-06,27.97
2018-08-07,27.08
2018-08-08,25.02
2018-08-09,25.33
2018-08-10,26.4
2018-08-11,25.88
2018-08-12,26.44
2018-08-13,26.74
2018-08-14,27.39
2018-08-15,26.43
2018-08-16,27.2
2018-08-17,26.51
2018-08-18,23.39
2018-08-19,24.88
2018-08-20,26.02
2018-08-21,24.37
2018-08-22,27.03
2018-08-23,28.37
2018-08-24,27.85
2018-08-25,25.65
2018-08-26,28.15
2018-08-27,26.09
2018-08-28,25.31
2018-08-29,24.85
2018-08-30,25.27
2018-08-31,25.1
2018-09-01,25.9
2018-09-02,25.84
2018-09-03,25.56
2018-09-04,26.18
2018-09-05,27.27
2018-09-06,26.87
2018-09-07,23.18
2018-09-08,21.55
2018-09-09,26.75
2018-09-10,23.27
2018-09-11,24.95
2018-09-12,23.5
2018-09-13,22.53
2018-09-14,26.02
2018-09-15,26.32
2018-09-16,24.3
2018-09-17,21.25
2018-09-18,24.3
2018-09-19,25.69
2018-09-20,22.87
2018-09-21,25.35
2018-09-22,25.03
2018-09-23,25.91
2018-09-24,25.21
2018-09-25,23.56
2018-09-26,26.81
2018-09-27,24.77
2018-09-28,24.96
2018-09-29,23.6
2018-09-30,24.34
2018-10-01,23.67
2018-10-02,24.74
2018-10-03,27.57
2018-10-04,22.95
2018-10-05,22.59
2018-10-06,27.23
2018-10-07,24.71
2018-10-08,24.04
2018-10-09,26.61
2018-10-10,24.15
2018-10-11,27.82
2018-10-12,26.11
2018-10-13,24.38
2018-10-14,28.37
2018-10-15,24.24
2018-10-16,26.28
2018-10-17,25.64
2018-10-18,27.17
2018-10-19,27.59
2018-10-20,25.32
2018-10-21,24.17
2018-10-22,26.02
2018-10-23,24.35
2018-10-24,28.42
2018-10-25,25.63
2018-10-26,24.92
2018-10-27,25.78
2018-10-28,23.52
2018-10-29,24.12
2018-10-30,27.42
2018-10-31,24.68
2018-11-01,24.14
2018-11-02,26.56
2018-11-03,27.58
2018-11-04,26.92
2018-11-05,27.39
2018-11-06,24.81
2018-11-07,23.86
2018-11-08,28.3
2018-11-09,25.61
2018-11-10,25.78
2018-11-11,28.2
2018-11-12,27.1
2018-11-13,27.01
2018-11-14,29.63
2018-11-15,25.48
2018-11-16,27.89
2018-11-17,26.65
2018-11-18,27.03
2018-11-19,28.98
2018-11-20,27.52
2018-11-21,27.63
2018-11-22,28.5
2018-11-23,26.41
2018-11-24,25.77
2018-11-25,25.53
2018-11-26,24.22
2018-11-27,30.32
2018-11-28,25.66
2018-11-29,27.05
2018-11-30,27.04
2018-12-01,27.99
2018-12-02,28.83
2018-12-03,28.97
2018-12-04,26.88
2018-12-05,27.59
2018-12-06,28.34
2018-12-07,27.62
2018-12-08,30.48
2018-12-09,28.89
2018-12-10,29.33
2018-12-11,29.31
2018-12-12,30.15
2018-12-13,28.75
2018-12-14,26.61
2018-12-15,29.24
2018-12-16,27.75
2018-12-17,28.01
2018-12-18,29.77
2018-12-19,30.83
2018-12-20,29.09
2018-12-21,29.61
2018-12-22,31.78
2018-12-23,29.67
2018-12-24,33.3
2018-12-25,30.33
2018-12-26,26.93
2018-12-27,30.79
2018-12-28,30.31
2018-12-29,31.76
2018-12-30,30.92
2018-12-31,29.79
2019-01-01,28.25
2019-01-02,29.86
2019-01-03,28.98
2019-01-04,29.47
2019-01-05,31.31
2019-01-06,33.02
2019-01-07,31.19
2019-01-08,28.89
2019-01-09,31.44
2019-01-10,32.65
2019-01-11,30.03
2019-01-12,30.82
2019-01-13,31.13
2019-01-14,30.02
2019-01-15,32.25
2019-01-16,31.18
2019-01-17,32.07
2019-01-18,30.19
2019-01-19,30.95
2019-01-20,32.77
2019-01-21,31.21
2019-01-22,34.44
2019-01-23,31.33
2019-01-24,32.34
2019-01-25,33.48
2019-01-26,30.04
2019-01-27,29.6
2019-01-28,30.03
2019-01-29,34.29
2019-01-30,31.64
2019-01-31,36.38
2019-02-01,31.77
2019-02-02,32.97
2019-02-03,35.08
2019-02-04,35.84
2019-02-05,36.0
2019-02-06,34.79
2019-02-07,34.58
2019-02-08,34.0
2019-02-09,34.34
2019-02-10,32.42
2019-02-11,32.08
2019-02-12,33.37
2019-02-13,33.18
2019-02-14,32.82
2019-02-15,34.6
2019-02-16,35.05
2019-02-17,33.81
2019-02-18,35.95
2019-02-19,32.08
2019-02-20,33.56
2019-02-21,32.83
2019-02-22,31.15
2019-02-23,33.88
2019-02-24,33.88
2019-02-25,36.38
2019-02-26,35.1
2019-02-27,32.67
2019-02-28,37.03
2019-03-01,36.13
2019-03-02,35.21
2019-03-03,34.04
2019-03-04,32.98
2019-03-05,33.9
2019-03-06,36.13
2019-03-07,37.36
2019-03-08,36.89
2019-03-09,33.87
2019-03-10,32.96
2019-03-11,34.88
2019-03-12,32.05
2019-03-13,35.21
2019-03-14,34.53
2019-03-15,34.08
2019-03-16,32.41
2019-03-17,35.6
2019-03-18,34.05
2019-03-19,33.12
2019-03-20,30.58
2019-03-21,34.87
2019-03-22,37.58
2019-03-23,37.43
2019-03-24,34.26
2019-03-25,34.06
2019-03-26,35.67
2019-03-27,33.48
2019-03-28,35.44
2019-03-29,36.14
2019-03-30,36.84
2019-03-31,34.85
2019-04-01,34.69
2019-04-02,33.68
2019-04-03,33.76
2019-04-04,34.65
2019-04-05,35.54
2019-04-06,36.35
2019-04-07,33.77
2019-04-08,37.21
2019-04-09,34.55
2019-04-10,34.91
2019-04-11,33.81
2019-04-12,31.28
2019-04-13,36.22
2019-04-14,35.99
2019-04-15,34.44
2019-04-16,34.94
2019-04-17,35.59
2019-04-18,32.45
2019-04-19,33.97
2019-04-20,35.93
2019-04-21,32.83
2019-04-22,35.12
2019-04-23,32.62
2019-04-24,35.32
2019-04-25,34.53
2019-04-26,32.13
2019-04-27,36.26
2019-04-28,33.38
2019-04-29,33.22
2019-04-30,34.7
2019-05-01,36.08
2019-05-02,32.79
2019-05-03,34.36
2019-05-04,34.87
2019-05-05,35.22
2019-05-06,34.4
2019-05-07,33.53
2019-05-08,32.79
2019-05-09,34.11
2019-05-10,32.32
2019-05-11,29.49
2019-05-12,34.47
2019-05-13,35.12
2019-05-14,30.16
2019-05-15,32.13
2019-05-16,34.52
2019-05-17,36.61
2019-05-18,33.5
2019-05-19,32.31
2019-05-20,33.07
2019-05-21,35.34
2019-05-22,32.24
2019-05-23,31.95
2019-05-24,32.35
2019-05-25,31.58
2019-05-26,33.12
2019-05-27,35.31
2019-05-28,33.28
2019-05-29,32.35
2019-05-30,32.22
2019-05-31,30.24
2019-06-01,33.83
2019-06-02,32.31
2019-06-03,32.09
2019-06-04,37.07
2019-06-05,32.65
2019-06-06,31.0
2019-06-07,31.41
2019-06-08,33.69
2019-06-09,32.06
2019-06-10,29.65
2019-06-11,33.11
2019-06-12,30.64
2019-06-13,34.38
2019-06-14,33.1
2019-06-15,30.73
2019-06-16,33.24
2019-06-17,31.34
2019-06-18,32.43
2019-06-19,31.79
2019-06-20,29.71
2019-06-21,29.93
2019-06-22,32.36
2019-06-23,30.23
2019-06-24,30.04
2019-06-25,29.13
2019-06-26,31.11
2019-06-27,33.48
2019-06-28,28.7
2019-06-29,30.25
2019-06-30,32.25
2019-07-01,29.92
2019-07-02,30.64
2019-07-03,28.28
2019-07-04,30.43
2019-07-05,29.42
2019-07-06,31.09
2019-07-07,31.31
2019-07-08,33.33
2019-07-09,30.23
2019-07-10,29.76
2019-07-11,29.48
2019-07-12,28.57
2019-07-13,29.52
2019-07-14,28.49
2019-07-15,29.1
2019-07-16,30.74
2019-07-17,27.17
2019-07-18,30.31
2019-07-19,30.49
2019-07-20,28.26
2019-07-21,25.17
2019-07-22,27.36
2019-07-23,30.14
2019-07-24,28.08
2019-07-25,26.53
2019-07-26,27.2
2019-07-27,29.14
2019-07-28,28.62
2019-07-29,27.36
2019-07-30,27.09
2019-07-31,26.98
2019-08-01,26.11
2019-08-02,29.84
2019-08-03,26.86
2019-08-04,29.1
2019-08-05,29.48
2019-08-06,28.63
2019-08-07,26.41
2019-08-08,27.6
2019-08-09,26.89
2019-08-10,25.5
2019-08-11,27.28
2019-08-12,24.96
2019-08-13,28.44
2019-08-14,25.9
2019-08-15,26.84
2019-08-16,26.9
2019-08-17,26.02
2019-08-18,27.23
2019-08-19,25.58
2019-08-20,27.54
2019-08-21,24.16
2019-08-22,26.32
2019-08-23,28.98
2019-08-24,24.52
2019-08-25,24.95
2019-08-26,26.69
2019-08-27,26.14
2019-08-28,26.35
2019-08-29,26.51
2019-08-30,26.68
2019-08-31,27.35
2019-09-01,26.26
2019-09-02,25.24
2019-09-03,26.57
2019-09-04,28.37
2019-09-05,25.28
2019-09-06,23.99
2019-09-07,27.07
2019-09-08,25.2
2019-09-09,22.09
2019-09-10,26.59
2019-09-11,24.48
2019-09-12,25.12
2019-09-13,25.73
2019-09-14,25.49
2019-09-15,26.25
2019-09-16,24.51
2019-09-17,25.91
2019-09-18,24.73
2019-09-19,26.21
2019-09-20,26.01
2019-09-21,23.67
2019-09-22,26.69
2019-09-23,24.24
2019-09-24,26.25
2019-09-25,25.58
2019-09-26,27.77
2019-09-27,24.68
2019-09-28,24.48
2019-09-29,24.97
2019-09-30,24.55
2019-10-01,26.2
2019-10-02,22.58
2019-10-03,23.42
2019-10-04,23.41
2019-10-05,26.44
2019-10-06,27.59
2019-10-07,24.87
2019-10-08,24.79
2019-10-09,25.16
2019-10-10,26.81
2019-10-11,23.69
2019-10-12,25.45
2019-10-13,26.57
2019-10-14,25.88
2019-10-15,25.43
2019-10-16,26.67
2019-10-17,21.14
2019-10-18,26.24
2019-10-19,24.26
2019-10-20,22.53
2019-10-21,26.07
2019-10-22,27.39
2019-10-23,25.16
2019-10-24,26.82
2019-10-25,27.85
2019-10-26,27.44
2019-10-27,27.96
2019-10-28,26.65
2019-10-29,25.69
2019-10-30,23.22
2019-10-31,25.29
2019-11-01,24.44
2019-11-02,29.01
2019-11-03,25.53
2019-11-04,26.03
2019-11-05,26.72
2019-11-06,26.01
2019-11-07,28.54
2019-11-08,25.11
2019-11-09,26.39
2019-11-10,25.04
2019-11-11,24.23
2019-11-12,25.35
2019-11-13,26.27
2019-11-14,25.74
2019-11-15,25.4
2019-11-16,24.39
2019-11-17,26.44
2019-11-18,24.37
2019-11-19,27.83
2019-11-20,26.88
2019-11-21,24.64
2019-11-22,26.43
2019-11-23,25.83
2019-11-24,27.51
2019-11-25,29.11
2019-11-26,24.35
2019-11-27,27.41
2019-11-28,27.07
2019-11-29,28.39
2019-11-30,27.78
2019-12-01,26.4
2019-12-02,27.13
2019-12-03,26.49
2019-12-04,29.37
2019-12-05,27.87
2019-12-06,30.77
2019-12-07,27.9
2019-12-08,27.01
2019-12-09,25.88
2019-12-10,25.53
2019-12-11,25.94
2019-12-12,28.79
2019-12-13,29.24
2019-12-14,26.19
2019-12-15,29.98
2019-12-16,28.0
2019-12-17,29.03
2019-12-18,31.31
2019-12-19,30.32
2019-12-20,28.66
2019-12-21,27.81
2019-12-22,26.0
2019-12-23,28.23
2019-12-24,29.08
2019-12-25,28.0
2019-12-26,29.37
2019-12-27,29.77
2019-12-28,29.4
2019-12-29,28.85
2019-12-30,30.17
2019-12-31,30.66
2020-01-01,28.45
2020-01-02,32.29
2020-01-03,30.11
2020-01-04,30.37
2020-01-05,31.49
2020-01-06,30.87
2020-01-07,32.03
2020-01-08,31.12
2020-01-09,29.85
2020-01-10,31.4
2020-01-11,29.23
2020-01-12,31.19
2020-01-13,31.06
2020-01-14,30.88
2020-01-15,31.08
2020-01-16,28.54
2020-01-17,30.62
2020-01-18,31.66
2020-01-19,31.85
2020-01-20,30.15
2020-01-21,33.67
2020-01-22,30.55
2020-01-23,33.38
2020-01-24,32.65
2020-01-25,31.12
2020-01-26,34.83
2020-01-27,30.45
2020-01-28,33.7
2020-01-29,33.89
2020-01-30,31.46
2020-01-31,34.63
2020-02-01,32.24
2020-02-02,33.12
2020-02-03,33.15
2020-02-04,32.63
2020-02-05,34.12
2020-02-06,34.16
2020-02-07,30.42
2020-02-08,35.07
2020-02-09,30.68
2020-02-10,34.79
2020-02-11,35.0
2020-02-12,31.74
2020-02-13,32.82
2020-02-14,31.84
2020-02-15,33.24
2020-02-16,33.16
2020-02-17,34.85
2020-02-18,35.7
2020-02-19,35.89
2020-02-20,33.0
2020-02-21,33.59
2020-02-22,31.43
2020-02-23,32.8
2020-02-24,35.5
2020-02-25,36.53
2020-02-26,32.3
2020-02-27,33.31
2020-02-28,34.21
2020-02-29,34.71
2020-03-01,33.12
2020-03-02,35.02
2020-03-03,33.71
2020-03-04,34.44
2020-03-05,35.32
2020-03-06,34.54
2020-03-07,33.92
2020-03-08,34.44
2020-03-09,34.51
2020-03-10,34.11
2020-03-11,34.31
2020-03-12,37.13
2020-03-13,35.6
2020-03-14,34.34
2020-03-15,35.85
2020-03-16,34.33
2020-03-17,36.61
2020-03-18,35.42
2020-03-19,34.73
2020-03-20,35.58
2020-03-21,32.57
2020-03-22,33.25
2020-03-23,33.16
2020-03-24,35.18
2020-03-25,37.57
2020-03-26,38.33
2020-03-27,35.94
2020-03-28,35.74
2020-03-29,32.29
2020-03-30,34.18
2020-03-31,33.82
2020-04-01,34.07
2020-04-02,34.75
2020-04-03,34.29
2020-04-04,32.02
2020-04-05,36.11
2020-04-06,33.37
2020-04-07,35.33
2020-04-08,38.07
2020-04-09,33.56
2020-04-10,31.13
2020-04-11,34.49
2020-04-12,36.55
2020-04-13,37.82
2020-04-14,33.02
2020-04-15,35.58
2020-04-16,34.12
2020-04-17,34.63
2020-04-18,38.73
2020-04-19,32.49
2020-04-20,35.09
2020-04-21,35.39
2020-04-22,36.28
2020-04-23,34.77
2020-04-24,35.05
2020-04-25,33.97
2020-04-26,34.92
2020-04-27,33.96
2020-04-28,35.37
2020-04-29,33.85
2020-04-30,34.92
2020-05-01,34.27
2020-05-02,35.96
2020-05-03,34.15
2020-05-04,31.52
2020-05-05,36.02
2020-05-06,32.72
2020-05-07,33.05
2020-05-08,33.09
2020-05-09,35.99
2020-05-10,30.67
2020-05-11,38.53
2020-05-12,35.35
2020-05-13,34.04
2020-05-14,33.57
2020-05-15,34.02
2020-05-16,34.31
2020-05-17,34.43
2020-05-18,34.24
2020-05-19,33.47
2020-05-20,32.98
2020-05-21,32.98
2020-05-22,32.85
2020-05-23,34.78
2020-05-24,33.9
2020-05-25,28.53
2020-05-26,33.85
2020-05-27,33.09
2020-05-28,32.7
2020-05-29,32.07
2020-05-30,34.27
2020-05-31,33.93
2020-06-01,31.27
2020-06-02,32.97
2020-06-03,30.82
2020-06-04,30.13
2020-06-05,31.18
2020-06-06,33.34
2020-06-07,33.4
2020-06-08,32.66
2020-06-09,32.9
2020-06-10,32.5
2020-06-11,30.68
2020-06-12,32.21
2020-06-13,32.68
2020-06-14,32.53
2020-06-15,33.1
2020-06-16,32.3
2020-06-17,31.68
2020-06-18,32.67
2020-06-19,30.94
2020-06-20,29.58
2020-06-21,30.57
2020-06-22,29.61
2020-06-23,29.63
2020-06-24,30.34
2020-06-25,29.28
2020-06-26,29.92
2020-06-27,27.46
2020-06-28,30.54
2020-06-29,30.13
2020-06-30,28.82
2020-07-01,30.95
2020-07-02,31.28
2020-07-03,27.37
2020-07-04,28.55
2020-07-05,28.46
2020-07-06,28.12
2020-07-07,30.69
2020-07-08,29.07
2020-07-09,28.87
2020-07-10,26.18
2020-07-11,30.05
2020-07-12,27.16
2020-07-13,29.02
2020-07-14,29.26
2020-07-15,30.81
2020-07-16,26.72
2020-07-17,24.07
2020-07-18,28.79
2020-07-19,31.14
2020-07-20,30.21
2020-07-21,28.59
2020-07-22,27.45
2020-07-23,29.32
2020-07-24,26.57
2020-07-25,28.67
2020-07-26,28.63
2020-07-27,29.39
2020-07-28,31.86
2020-07-29,28.23
2020-07-30,26.81
2020-07-31,27.46
2020-08-01,24.77
2020-08-02,26.3
2020-08-03,26.66
2020-08-04,26.42
2020-08-05,27.36
2020-08-06,25.83
2020-08-07,28.67
2020-08-08,26.92
2020-08-09,26.84
2020-08-10,26.3
2020-08-11,26.96
2020-08-12,27.9
2020-08-13,25.3
2020-08-14,25.55
2020-08-15,26.02
2020-08-16,24.39
2020-08-17,25.12
2020-08-18,25.58
2020-08-19,27.55
2020-08-20,26.57
2020-08-21,26.42
2020-08-22,27.35
2020-08-23,25.81
2020-08-24,26.55
2020-08-25,25.76
2020-08-26,26.27
2020-08-27,24.95
2020-08-28,22.12
2020-08-29,25.53
2020-08-30,27.82
2020-08-31,27.03
2020-09-01,27.05
2020-09-02,27.41
2020-09-03,25.65
2020-09-04,25.78
2020-09-05,24.52
2020-09-06,24.94
2020-09-07,26.3
2020-09-08,27.15
2020-09-09,25.11
2020-09-10,24.61
2020-09-11,25.26
2020-09-12,26.13
2020-09-13,23.04
2020-09-14,21.74
2020-09-15,24.33
2020-09-16,23.31
2020-09-17,24.36
2020-09-18,24.88
2020-09-19,24.41
2020-09-20,27.25
2020-09-21,25.55
2020-09-22,25.5
2020-09-23,25.97
2020-09-24,23.32
2020-09-25,26.58
2020-09-26,24.9
2020-09-27,26.01
2020-09-28,23.39
2020-09-29,22.67
2020-09-30,26.23
2020-10-01,25.57
2020-10-02,23.65
2020-10-03,23.7
2020-10-04,26.7
2020-10-05,23.24
2020-10-06,27.49
2020-10-07,23.69
2020-10-08,26.01
2020-10-09,24.57
2020-10-10,25.98
2020-10-11,24.28
2020-10-12,24.87
2020-10-13,25.19
2020-10-14,23.65
2020-10-15,26.28
2020-10-16,24.42
2020-10-17,24.88
2020-10-18,23.75
2020-10-19,21.43
2020-10-20,25.01
2020-10-21,28.95
2020-10-22,26.54
2020-10-23,25.37
2020-10-24,25.04
2020-10-25,25.5
2020-10-26,26.32
2020-10-27,23.77
2020-10-28,27.25
2020-10-29,26.69
2020-10-30,26.74
2020-10-31,26.36
2020-11-01,25.78
2020-11-02,26.81
2020-11-03,26.73
2020-11-04,25.36
2020-11-05,25.08
2020-11-06,26.15
2020-11-07,28.37
2020-11-08,24.24
2020-11-09,23.95
2020-11-10,26.46
2020-11-11,26.34
2020-11-12,26.58
2020-11-13,26.75
2020-11-14,26.11
2020-11-15,28.74
2020-11-16,24.16
2020-11-17,25.39
2020-11-18,26.54
2020-11-19,24.29
2020-11-20,26.56
2020-11-21,29.38
2020-11-22,26.99
2020-11-23,27.37
2020-11-24,25.21
2020-11-25,26.24
2020-11-26,26.68
2020-11-27,26.83
2020-11-28,29.31
2020-11-29,28.29
2020-11-30,25.86
2020-12-01,27.98
2020-12-02,28.43
2020-12-03,29.47
2020-12-04,30.21
2020-12-05,26.39
2020-12-06,26.78
2020-12-07,26.19
2020-12-08,27.8
2020-12-09,28.93
2020-12-10,29.79
2020-12-11,28.28
2020-12-12,28.0
2020-12-13,28.79
2020-12-14,27.39
2020-12-15,31.86
2020-12-16,26.4
2020-12-17,29.17
2020-12-18,32.01
2020-12-19,29.07
2020-12-20,28.86
2020-12-21,28.69
2020-12-22,29.04
2020-12-23,31.46
2020-12-24,26.17
2020-12-25,31.87
2020-12-26,27.52
2020-12-27,29.34
2020-12-28,29.18
2020-12-29,30.8
2020-12-30,27.6
2020-12-31,30.78
2021-01-01,33.12
2021-01-02,28.13
2021-01-03,30.54
2021-01-04,29.35
2021-01-05,31.07
2021-01-06,30.54
2021-01-07,29.64
2021-01-08,31.42
2021-01-09,33.48
2021-01-10,30.57
2021-01-11,32.02
2021-01-12,29.09
2021-01-13,29.67
2021-01-14,31.9
2021-01-15,33.5
2021-01-16,31.89
2021-01-17,30.97
2021-01-18,31.52
2021-01-19,29.73
2021-01-20,32.59
2021-01-21,33.09
2021-01-22,31.17
2021-01-23,31.22
2021-01-24,32.41
2021-01-25,31.43
2021-01-26,32.06
2021-01-27,35.39
2021-01-28,31.95
2021-01-29,31.86
2021-01-30,31.5
2021-01-31,33.66
2021-02-01,32.35
2021-02-02,31.72
2021-02-03,34.74
2021-02-04,34.96
2021-02-05,32.0
2021-02-06,30.17
2021-02-07,34.55
2021-02-08,32.08
2021-02-09,34.36
2021-02-10,30.29
2021-02-11,34.65
2021-02-12,31.56
2021-02-13,34.53
2021-02-14,33.52
2021-02-15,32.13
2021-02-16,33.01
2021-02-17,34.71
2021-02-18,33.89
2021-02-19,34.67
2021-02-20,36.81
2021-02-21,31.56
2021-02-22,36.38
2021-02-23,34.16
2021-02-24,32.71
2021-02-25,32.11
2021-02-26,33.87
2021-02-27,35.59
2021-02-28,34.06
2021-03-01,36.56
2021-03-02,32.16
2021-03-03,34.36
2021-03-04,32.54
2021-03-05,35.01
2021-03-06,35.83
2021-03-07,33.9
2021-03-08,30.66
2021-03-09,34.9
2021-03-10,35.29
2021-03-11,35.28
2021-03-12,36.55
2021-03-13,33.12
2021-03-14,35.78
2021-03-15,36.57
2021-03-16,32.14
2021-03-17,35.31
2021-03-18,34.09
2021-03-19,34.75
2021-03-20,35.41
2021-03-21,34.18
2021-03-22,33.91
2021-03-23,34.99
2021-03-24,33.32
2021-03-25,33.33
2021-03-26,35.99
2021-03-27,33.26
2021-03-28,35.99
2021-03-29,35.69
2021-03-30,32.41
2021-03-31,33.98
2021-04-01,36.79
2021-04-02,33.53
2021-04-03,34.3
2021-04-04,35.69
2021-04-05,36.16
2021-04-06,34.61
2021-04-07,34.08
2021-04-08,37.1
2021-04-09,37.56
2021-04-10,36.41
2021-04-11,35.06
2021-04-12,33.7
2021-04-13,33.65
2021-04-14,35.66
2021-04-15,35.49
2021-04-16,36.94
2021-04-17,35.79
2021-04-18,32.54
2021-04-19,36.35
2021-04-20,33.24
2021-04-21,34.14
2021-04-22,35.06
2021-04-23,37.65
2021-04-24,39.29
2021-04-25,35.5
2021-04-26,34.28
2021-04-27,35.32
2021-04-28,35.81
2021-04-29,33.96
2021-04-30,37.09
2021-05-01,34.7
2021-05-02,35.06
2021-05-03,35.27
2021-05-04,34.86
2021-05-05,35.44
2021-05-06,33.21
2021-05-07,33.25
2021-05-08,32.38
2021-05-09,34.64
2021-05-10,35.1
2021-05-11,34.56
2021-05-12,36.33
2021-05-13,33.75
2021-05-14,34.71
2021-05-15,32.01
2021-05-16,33.01
2021-05-17,34.57
2021-05-18,34.74
2021-05-19,32.96
2021-05-20,33.23
2021-05-21,31.0
2021-05-22,32.67
2021-05-23,34.48
2021-05-24,33.94
2021-05-25,33.76
2021-05-26,33.01
2021-05-27,32.88
2021-05-28,31.81
2021-05-29,33.77
2021-05-30,33.29
2021-05-31,33.32
2021-06-01,31.72
2021-06-02,29.2
2021-06-03,34.0
2021-06-04,31.56
2021-06-05,30.91
2021-06-06,33.17
2021-06-07,31.46
2021-06-08,33.56
2021-06-09,32.81
2021-06-10,32.83
2021-06-11,29.68
2021-06-12,33.46
2021-06-13,31.96
2021-06-14,30.93
2021-06-15,31.62
2021-06-16,28.65
2021-06-17,31.85
2021-06-18,29.61
2021-06-19,29.04
2021-06-20,28.7
2021-06-21,32.57
2021-06-22,29.87
2021-06-23,33.03
2021-06-24,29.84
2021-06-25,28.0
2021-06-26,28.8
2021-06-27,32.24
2021-06-28,30.07
2021-06-29,29.39
2021-06-30,30.37
2021-07-01,30.8
2021-07-02,31.63
2021-07-03,32.04
2021-07-04,29.25
2021-07-05,27.71
2021-07-06,28.99
2021-07-07,29.92
2021-07-08,28.0
2021-07-09,27.92
2021-07-10,29.79
2021-07-11,29.11
2021-07-12,29.15
2021-07-13,27.88
2021-07-14,28.59
2021-07-15,27.46
2021-07-16,30.1
2021-07-17,30.23
2021-07-18,25.83
2021-07-19,27.12
2021-07-20,26.19
2021-07-21,27.38
2021-07-22,28.15
2021-07-23,26.02
2021-07-24,26.73
2021-07-25,26.53
2021-07-26,28.26
2021-07-27,27.98
2021-07-28,26.71
2021-07-29,27.99
2021-07-30,26.82
2021-07-31,27.16
2021-08-01,30.0
2021-08-02,29.43
2021-08-03,25.4
2021-08-04,28.52
2021-08-05,28.42
2021-08-06,25.41
2021-08-07,28.29
2021-08-08,29.3
2021-08-09,25.24
2021-08-10,25.48
2021-08-11,28.32
2021-08-12,27.13
2021-08-13,27.49
2021-08-14,27.11
2021-08-15,27.12
2021-08-16,24.48
2021-08-17,27.98
2021-08-18,28.11
2021-08-19,25.95
2021-08-20,26.17
2021-08-21,23.88
2021-08-22,26.9
2021-08-23,26.93
2021-08-24,25.93
2021-08-25,27.65
2021-08-26,25.42
2021-08-27,26.72
2021-08-28,24.29
2021-08-29,25.74
2021-08-30,25.47
2021-08-31,26.02
2021-09-01,25.09
2021-09-02,25.4
2021-09-03,26.8
2021-09-04,24.87
2021-09-05,23.07
2021-09-06,28.07
2021-09-07,27.48
2021-09-08,23.44
2021-09-09,26.38
2021-09-10,24.56
2021-09-11,25.68
2021-09-12,25.7
2021-09-13,24.88
2021-09-14,24.03
2021-09-15,24.15
2021-09-16,23.79
2021-09-17,23.89
2021-09-18,25.02
2021-09-19,24.03
2021-09-20,26.11
2021-09-21,27.3
2021-09-22,24.19
2021-09-23,25.4
2021-09-24,25.78
2021-09-25,25.73
2021-09-26,25.13
2021-09-27,26.12
2021-09-28,25.73
2021-09-29,23.15
2021-09-30,26.3
2021-10-01,26.33
2021-10-02,23.86
2021-10-03,25.06
2021-10-04,26.03
2021-10-05,24.7
2021-10-06,26.63
2021-10-07,28.57
2021-10-08,23.86
2021-10-09,22.98
2021-10-10,25.52
2021-10-11,26.16
2021-10-12,24.75
2021-10-13,27.29
2021-10-14,23.12
2021-10-15,26.19
2021-10-16,24.26
2021-10-17,27.77
2021-10-18,28.21
2021-10-19,24.09
2021-10-20,24.45
2021-10-21,26.59
2021-10-22,24.75
2021-10-23,25.29
2021-10-24,25.43
2021-10-25,22.55
2021-10-26,25.44
2021-10-27,24.47
2021-10-28,24.8
2021-10-29,27.75
2021-10-30,23.74
2021-10-31,26.88
2021-11-01,25.29
2021-11-02,25.33
2021-11-03,26.98
2021-11-04,26.35
2021-11-05,26.75
2021-11-06,27.39
2021-11-07,25.5
2021-11-08,25.13
2021-11-09,24.47
2021-11-10,24.91
2021-11-11,30.63
2021-11-12,28.13
2021-11-13,24.3
2021-11-14,24.4
2021-11-15,27.16
2021-11-16,27.32
2021-11-17,27.39
2021-11-18,26.25
2021-11-19,26.5
2021-11-20,27.25
2021-11-21,26.95
2021-11-22,23.56
2021-11-23,26.61
2021-11-24,25.75
2021-11-25,27.36
2021-11-26,31.64
2021-11-27,27.79
2021-11-28,26.84
2021-11-29,28.77
2021-11-30,28.18
2021-12-01,28.16
2021-12-02,28.52
2021-12-03,30.77
2021-12-04,26.06
2021-12-05,28.55
2021-12-06,26.52
2021-12-07,28.83
2021-12-08,26.69
2021-12-09,27.53
2021-12-10,27.79
2021-12-11,29.78
2021-12-12,29.77
2021-12-13,26.61
2021-12-14,28.64
2021-12-15,27.58
2021-12-16,26.84
2021-12-17,28.48
